operation 				global_time 		length_of_queue 	logical_clock  		clockrate:  2 
|internal event	|	2023-03-06 19:52:21.418777	|	0		|	1
|send			|	2023-03-06 19:52:21.419386	|	0		|	2
|internal event	|	2023-03-06 19:52:22.423712	|	0		|	3
|internal event	|	2023-03-06 19:52:22.423747	|	0		|	4
|receive		|	2023-03-06 19:52:23.431529	|	1		|	4
|send			|	2023-03-06 19:52:23.431866	|	0		|	6
|receive		|	2023-03-06 19:52:24.432966	|	1		|	6
|internal event	|	2023-03-06 19:52:24.433184	|	0		|	10
|receive		|	2023-03-06 19:52:25.438190	|	1		|	10
|internal event	|	2023-03-06 19:52:25.438296	|	0		|	21
|internal event	|	2023-03-06 19:52:26.444549	|	0		|	22
|internal event	|	2023-03-06 19:52:26.444621	|	0		|	23
|send			|	2023-03-06 19:52:27.450637	|	0		|	24
|internal event	|	2023-03-06 19:52:27.450697	|	0		|	25
|internal event	|	2023-03-06 19:52:28.452367	|	0		|	26
|send			|	2023-03-06 19:52:28.452866	|	0		|	27
|receive		|	2023-03-06 19:52:29.457513	|	1		|	27
|internal event	|	2023-03-06 19:52:29.457649	|	0		|	43
|send			|	2023-03-06 19:52:30.460266	|	0		|	44
|internal event	|	2023-03-06 19:52:30.460680	|	0		|	45
|receive		|	2023-03-06 19:52:31.464643	|	1		|	45
|internal event	|	2023-03-06 19:52:31.464848	|	0		|	51
|receive		|	2023-03-06 19:52:32.470512	|	1		|	51
|internal event	|	2023-03-06 19:52:32.470616	|	0		|	56
|internal event	|	2023-03-06 19:52:33.473714	|	0		|	57
|internal event	|	2023-03-06 19:52:33.473837	|	0		|	58
|receive		|	2023-03-06 19:52:34.477601	|	1		|	58
|internal event	|	2023-03-06 19:52:34.478516	|	0		|	73
|receive		|	2023-03-06 19:52:35.482125	|	1		|	73
|internal event	|	2023-03-06 19:52:35.482220	|	0		|	79
|receive		|	2023-03-06 19:52:36.487506	|	1		|	79
|send			|	2023-03-06 19:52:36.487737	|	0		|	85
|internal event	|	2023-03-06 19:52:37.492933	|	0		|	86
|send			|	2023-03-06 19:52:37.493119	|	0		|	87
|receive		|	2023-03-06 19:52:38.497458	|	1		|	87
|send			|	2023-03-06 19:52:38.497663	|	0		|	98
|send			|	2023-03-06 19:52:39.502129	|	0		|	99
|internal event	|	2023-03-06 19:52:39.502150	|	0		|	100
|send			|	2023-03-06 19:52:40.507761	|	0		|	101
|internal event	|	2023-03-06 19:52:40.507807	|	0		|	102
|internal event	|	2023-03-06 19:52:41.512863	|	0		|	103
|send			|	2023-03-06 19:52:41.513014	|	0		|	104
|receive		|	2023-03-06 19:52:42.514370	|	1		|	104
|send			|	2023-03-06 19:52:42.514460	|	0		|	127
|send			|	2023-03-06 19:52:43.519639	|	0		|	128
|internal event	|	2023-03-06 19:52:43.519658	|	0		|	129
|send			|	2023-03-06 19:52:44.520419	|	0		|	130
|internal event	|	2023-03-06 19:52:44.520452	|	0		|	131
|send			|	2023-03-06 19:52:45.525068	|	0		|	132
|internal event	|	2023-03-06 19:52:45.525089	|	0		|	133
|receive		|	2023-03-06 19:52:46.530911	|	1		|	133
|internal event	|	2023-03-06 19:52:46.531120	|	0		|	152
|send			|	2023-03-06 19:52:47.535408	|	0		|	153
|internal event	|	2023-03-06 19:52:47.535516	|	0		|	154
|internal event	|	2023-03-06 19:52:48.539826	|	0		|	155
|send			|	2023-03-06 19:52:48.539945	|	0		|	156
|receive		|	2023-03-06 19:52:49.543302	|	1		|	156
|internal event	|	2023-03-06 19:52:49.543336	|	0		|	168
|send			|	2023-03-06 19:52:50.549119	|	0		|	169
|internal event	|	2023-03-06 19:52:50.549150	|	0		|	170
|internal event	|	2023-03-06 19:52:51.557718	|	0		|	171
|send			|	2023-03-06 19:52:51.558217	|	0		|	172
|internal event	|	2023-03-06 19:52:52.562960	|	0		|	173
|send			|	2023-03-06 19:52:52.563060	|	0		|	174
|receive		|	2023-03-06 19:52:53.564842	|	1		|	174
|internal event	|	2023-03-06 19:52:53.564884	|	0		|	195
|send			|	2023-03-06 19:52:54.569844	|	0		|	196
|internal event	|	2023-03-06 19:52:54.569882	|	0		|	197
|receive		|	2023-03-06 19:52:55.571683	|	1		|	197
|send			|	2023-03-06 19:52:55.571781	|	0		|	202
