operation 				global_time 		length_of_queue 	logical_clock  	origin  server   		clockrate:  2   	Server  port:  28001   	Client  port:  38001 
|send			|	2023-03-07 18:30:37.361177	|	0		|	1
|receive		|	2023-03-07 18:31:13.554645	|	27		|	142	18001
|receive		|	2023-03-07 18:31:13.554704	|	26		|	149	18001
|receive		|	2023-03-07 18:31:14.555620	|	26		|	150	38001
|receive		|	2023-03-07 18:31:14.555682	|	25		|	151	38001
|receive		|	2023-03-07 18:31:15.556203	|	25		|	152	18001
|receive		|	2023-03-07 18:31:15.556256	|	24		|	153	18001
|receive		|	2023-03-07 18:31:16.562414	|	26		|	154	38001
|receive		|	2023-03-07 18:31:16.562510	|	25		|	156	38001
|receive		|	2023-03-07 18:31:17.564969	|	25		|	157	18001
|receive		|	2023-03-07 18:31:17.565068	|	24		|	159	18001
|receive		|	2023-03-07 18:31:18.568187	|	26		|	161	38001
|receive		|	2023-03-07 18:31:18.568238	|	25		|	164	18001
|receive		|	2023-03-07 18:31:19.573455	|	26		|	166	38001
|receive		|	2023-03-07 18:31:19.573491	|	25		|	167	38001
|receive		|	2023-03-07 18:31:20.578312	|	29		|	169	38001
|receive		|	2023-03-07 18:31:20.578369	|	28		|	171	38001
|receive		|	2023-03-07 18:31:21.582936	|	29		|	172	38001
|receive		|	2023-03-07 18:31:21.583024	|	28		|	173	38001
|receive		|	2023-03-07 18:31:22.585425	|	29		|	177	38001
|receive		|	2023-03-07 18:31:22.585449	|	28		|	179	38001
|receive		|	2023-03-07 18:31:23.590354	|	30		|	180	18001
|receive		|	2023-03-07 18:31:23.590382	|	29		|	181	38001
|receive		|	2023-03-07 18:31:24.595517	|	29		|	184	38001
|receive		|	2023-03-07 18:31:24.595538	|	28		|	185	38001
|receive		|	2023-03-07 18:31:25.598709	|	33		|	187	38001
|receive		|	2023-03-07 18:31:25.598726	|	32		|	188	18001
|receive		|	2023-03-07 18:31:26.603790	|	32		|	189	38001
|receive		|	2023-03-07 18:31:26.603851	|	31		|	190	38001
|receive		|	2023-03-07 18:31:27.610115	|	34		|	191	38001
|receive		|	2023-03-07 18:31:27.610172	|	33		|	195	38001
|receive		|	2023-03-07 18:31:28.615308	|	36		|	197	18001
|receive		|	2023-03-07 18:31:28.615355	|	35		|	198	18001
|receive		|	2023-03-07 18:31:29.620486	|	37		|	199	18001
|receive		|	2023-03-07 18:31:29.620509	|	36		|	205	38001
|receive		|	2023-03-07 18:31:30.622621	|	37		|	210	38001
|receive		|	2023-03-07 18:31:30.622654	|	36		|	211	38001
|receive		|	2023-03-07 18:31:31.627082	|	39		|	213	38001
|receive		|	2023-03-07 18:31:31.627112	|	38		|	215	18001
|receive		|	2023-03-07 18:31:32.630125	|	39		|	218	38001
|receive		|	2023-03-07 18:31:32.630150	|	38		|	219	18001
|receive		|	2023-03-07 18:31:33.631832	|	39		|	220	18001
|receive		|	2023-03-07 18:31:33.631876	|	38		|	221	38001
|receive		|	2023-03-07 18:31:34.636994	|	40		|	222	38001
|receive		|	2023-03-07 18:31:34.637024	|	39		|	223	38001
|receive		|	2023-03-07 18:31:35.639833	|	38		|	224	18001
|receive		|	2023-03-07 18:31:35.639888	|	37		|	228	38001
|receive		|	2023-03-07 18:31:36.645017	|	41		|	230	18001
|receive		|	2023-03-07 18:31:36.645039	|	40		|	232	38001
|receive		|	2023-03-07 18:31:37.648379	|	41		|	238	38001
|receive		|	2023-03-07 18:31:37.648397	|	40		|	240	18001
|receive		|	2023-03-07 18:31:38.648769	|	41		|	241	18001
|receive		|	2023-03-07 18:31:38.648881	|	40		|	243	38001
|receive		|	2023-03-07 18:31:39.654661	|	40		|	248	38001
|receive		|	2023-03-07 18:31:39.658558	|	40		|	249	18001
|receive		|	2023-03-07 18:31:40.663250	|	43		|	250	38001
|receive		|	2023-03-07 18:31:40.663271	|	42		|	251	18001
|receive		|	2023-03-07 18:31:41.664453	|	44		|	252	18001
|receive		|	2023-03-07 18:31:41.664616	|	43		|	253	38001
|receive		|	2023-03-07 18:31:42.669092	|	43		|	255	38001
|receive		|	2023-03-07 18:31:42.669111	|	42		|	257	18001
|receive		|	2023-03-07 18:31:43.674289	|	45		|	261	38001
|receive		|	2023-03-07 18:31:43.674314	|	44		|	262	38001
|receive		|	2023-03-07 18:31:44.676426	|	47		|	264	38001
|receive		|	2023-03-07 18:31:44.676447	|	46		|	265	38001
|receive		|	2023-03-07 18:31:45.676834	|	46		|	266	38001
|receive		|	2023-03-07 18:31:45.676875	|	45		|	267	38001
|receive		|	2023-03-07 18:31:46.681010	|	45		|	269	38001
|receive		|	2023-03-07 18:31:46.681033	|	44		|	272	18001
|receive		|	2023-03-07 18:31:47.685712	|	44		|	273	38001
|receive		|	2023-03-07 18:31:47.685780	|	43		|	274	38001
|receive		|	2023-03-07 18:31:48.687920	|	47		|	278	38001
|receive		|	2023-03-07 18:31:48.687942	|	46		|	281	18001
|receive		|	2023-03-07 18:31:49.689046	|	49		|	282	38001
|receive		|	2023-03-07 18:31:49.689079	|	48		|	283	38001
|receive		|	2023-03-07 18:31:50.689953	|	47		|	284	38001
|receive		|	2023-03-07 18:31:50.689990	|	46		|	285	18001
|receive		|	2023-03-07 18:31:51.692589	|	48		|	288	18001
|receive		|	2023-03-07 18:31:51.692624	|	47		|	289	38001
