operation 				global_time 		length_of_queue 	logical_clock  	origin  server   		clockrate:  6   	Server  port:  28003   	Client  port:  18003 
|send			|	2023-03-07 23:28:10.913408	|	0		|	1
|send			|	2023-03-07 23:28:10.913753	|	0		|	2
|internal event	|	2023-03-07 23:28:10.913936	|	0		|	3
|internal event	|	2023-03-07 23:28:10.914029	|	0		|	4
|internal event	|	2023-03-07 23:28:10.914260	|	0		|	5
|send			|	2023-03-07 23:28:10.914572	|	0		|	6
|receive		|	2023-03-07 23:28:11.914745	|	0		|	7	18003
|send			|	2023-03-07 23:28:11.914968	|	0		|	8
|internal event	|	2023-03-07 23:28:11.915133	|	0		|	9
|send			|	2023-03-07 23:28:11.915468	|	0		|	10
|send			|	2023-03-07 23:28:11.915756	|	0		|	11
|internal event	|	2023-03-07 23:28:11.915919	|	0		|	12
