operation 				global_time 		length_of_queue 	logical_clock  	origin  server   		clockrate:  6   	Server  port:  38001   	Client  port:  18001 
|receive		|	2023-03-07 11:29:10.704744	|	2		|	5	28001
|receive		|	2023-03-07 11:29:10.704783	|	1		|	6	18001
|receive		|	2023-03-07 11:29:10.704793	|	0		|	7	18001
|internal event	|	2023-03-07 11:29:10.704802	|	0		|	8
|send			|	2023-03-07 11:29:10.704833	|	0		|	9
|internal event	|	2023-03-07 11:29:10.704846	|	0		|	10
|receive		|	2023-03-07 11:29:11.709860	|	1		|	11	18001
|receive		|	2023-03-07 11:29:11.709960	|	0		|	12	28001
|send			|	2023-03-07 11:29:11.709993	|	0		|	13
|send			|	2023-03-07 11:29:11.710019	|	0		|	14
|internal event	|	2023-03-07 11:29:11.710031	|	0		|	15
|send			|	2023-03-07 11:29:11.710045	|	0		|	16
|send			|	2023-03-07 11:29:12.710422	|	0		|	17
|internal event	|	2023-03-07 11:29:12.710474	|	0		|	18
|internal event	|	2023-03-07 11:29:12.710484	|	0		|	19
|internal event	|	2023-03-07 11:29:12.710492	|	0		|	20
|send			|	2023-03-07 11:29:12.710508	|	0		|	21
|send			|	2023-03-07 11:29:12.710526	|	0		|	22
|send			|	2023-03-07 11:29:13.717848	|	0		|	23
|internal event	|	2023-03-07 11:29:13.718900	|	0		|	24
|internal event	|	2023-03-07 11:29:13.718924	|	0		|	25
|internal event	|	2023-03-07 11:29:13.718940	|	0		|	26
|send			|	2023-03-07 11:29:13.718970	|	0		|	27
|send			|	2023-03-07 11:29:13.719004	|	0		|	28
|send			|	2023-03-07 11:29:14.722123	|	0		|	29
|internal event	|	2023-03-07 11:29:14.722144	|	0		|	30
|internal event	|	2023-03-07 11:29:14.722151	|	0		|	31
|internal event	|	2023-03-07 11:29:14.722157	|	0		|	32
|internal event	|	2023-03-07 11:29:14.722163	|	0		|	33
|internal event	|	2023-03-07 11:29:14.722168	|	0		|	34
|receive		|	2023-03-07 11:29:15.724048	|	0		|	36	18001
|internal event	|	2023-03-07 11:29:15.724098	|	0		|	37
|internal event	|	2023-03-07 11:29:15.724109	|	0		|	38
|internal event	|	2023-03-07 11:29:15.724116	|	0		|	39
|send			|	2023-03-07 11:29:15.724138	|	0		|	40
|internal event	|	2023-03-07 11:29:15.724145	|	0		|	41
|send			|	2023-03-07 11:29:16.729220	|	0		|	42
|internal event	|	2023-03-07 11:29:16.729238	|	0		|	43
|send			|	2023-03-07 11:29:16.729251	|	0		|	44
|internal event	|	2023-03-07 11:29:16.729259	|	0		|	45
|send			|	2023-03-07 11:29:16.729269	|	0		|	46
|internal event	|	2023-03-07 11:29:16.729276	|	0		|	47
|internal event	|	2023-03-07 11:29:17.732454	|	0		|	48
|internal event	|	2023-03-07 11:29:17.732492	|	0		|	49
|internal event	|	2023-03-07 11:29:17.732502	|	0		|	50
|internal event	|	2023-03-07 11:29:17.732509	|	0		|	51
|internal event	|	2023-03-07 11:29:17.732515	|	0		|	52
|internal event	|	2023-03-07 11:29:17.732521	|	0		|	53
|receive		|	2023-03-07 11:29:18.734046	|	1		|	58	28001
|receive		|	2023-03-07 11:29:18.734068	|	0		|	59	18001
|send			|	2023-03-07 11:29:18.734092	|	0		|	60
|send			|	2023-03-07 11:29:18.734110	|	0		|	61
|internal event	|	2023-03-07 11:29:18.734118	|	0		|	62
|internal event	|	2023-03-07 11:29:18.734124	|	0		|	63
|internal event	|	2023-03-07 11:29:19.743636	|	0		|	64
|internal event	|	2023-03-07 11:29:19.743744	|	0		|	65
|internal event	|	2023-03-07 11:29:19.743764	|	0		|	66
|send			|	2023-03-07 11:29:19.743816	|	0		|	67
|send			|	2023-03-07 11:29:19.743863	|	0		|	68
|internal event	|	2023-03-07 11:29:19.743883	|	0		|	69
|receive		|	2023-03-07 11:29:20.746027	|	0		|	70	28001
|internal event	|	2023-03-07 11:29:20.746050	|	0		|	71
|internal event	|	2023-03-07 11:29:20.746058	|	0		|	72
|internal event	|	2023-03-07 11:29:20.746065	|	0		|	73
|internal event	|	2023-03-07 11:29:20.746071	|	0		|	74
|internal event	|	2023-03-07 11:29:20.746076	|	0		|	75
|receive		|	2023-03-07 11:29:21.746564	|	0		|	76	18001
|internal event	|	2023-03-07 11:29:21.746585	|	0		|	77
|internal event	|	2023-03-07 11:29:21.746594	|	0		|	78
|internal event	|	2023-03-07 11:29:21.746600	|	0		|	79
|internal event	|	2023-03-07 11:29:21.746606	|	0		|	80
|internal event	|	2023-03-07 11:29:21.746611	|	0		|	81
|internal event	|	2023-03-07 11:29:22.751713	|	0		|	82
|internal event	|	2023-03-07 11:29:22.751754	|	0		|	83
|send			|	2023-03-07 11:29:22.751831	|	0		|	84
|send			|	2023-03-07 11:29:22.751870	|	0		|	85
|internal event	|	2023-03-07 11:29:22.751879	|	0		|	86
|send			|	2023-03-07 11:29:22.751892	|	0		|	87
|receive		|	2023-03-07 11:29:23.754944	|	1		|	88	18001
|receive		|	2023-03-07 11:29:23.754989	|	1		|	89	18001
|receive		|	2023-03-07 11:29:23.755009	|	0		|	94	18001
|send			|	2023-03-07 11:29:23.755034	|	0		|	95
|send			|	2023-03-07 11:29:23.755052	|	0		|	96
|internal event	|	2023-03-07 11:29:23.755060	|	0		|	97
|internal event	|	2023-03-07 11:29:24.756089	|	0		|	98
|internal event	|	2023-03-07 11:29:24.756109	|	0		|	99
|internal event	|	2023-03-07 11:29:24.756117	|	0		|	100
|internal event	|	2023-03-07 11:29:24.756123	|	0		|	101
|internal event	|	2023-03-07 11:29:24.756129	|	0		|	102
|internal event	|	2023-03-07 11:29:24.756135	|	0		|	103
|receive		|	2023-03-07 11:29:25.761537	|	0		|	106	28001
|send			|	2023-03-07 11:29:25.761610	|	0		|	107
|internal event	|	2023-03-07 11:29:25.761634	|	0		|	108
|send			|	2023-03-07 11:29:25.761661	|	0		|	109
|send			|	2023-03-07 11:29:25.761681	|	0		|	110
|internal event	|	2023-03-07 11:29:25.761696	|	0		|	111
|receive		|	2023-03-07 11:29:26.766652	|	4		|	112	28001
|receive		|	2023-03-07 11:29:26.766671	|	3		|	113	18001
|receive		|	2023-03-07 11:29:26.766678	|	2		|	114	28001
|receive		|	2023-03-07 11:29:26.766684	|	1		|	115	28001
|receive		|	2023-03-07 11:29:26.766690	|	0		|	116	18001
|send			|	2023-03-07 11:29:26.766718	|	0		|	117
|receive		|	2023-03-07 11:29:27.770992	|	1		|	121	18001
|receive		|	2023-03-07 11:29:27.771017	|	0		|	122	18001
|internal event	|	2023-03-07 11:29:27.771030	|	0		|	123
|internal event	|	2023-03-07 11:29:27.771041	|	0		|	124
|internal event	|	2023-03-07 11:29:27.771050	|	0		|	125
|send			|	2023-03-07 11:29:27.771090	|	0		|	126
|receive		|	2023-03-07 11:29:28.771854	|	0		|	129	18001
|internal event	|	2023-03-07 11:29:28.771882	|	0		|	130
|send			|	2023-03-07 11:29:28.771909	|	0		|	131
|send			|	2023-03-07 11:29:28.771924	|	0		|	132
|internal event	|	2023-03-07 11:29:28.771931	|	0		|	133
|internal event	|	2023-03-07 11:29:28.771940	|	0		|	134
|receive		|	2023-03-07 11:29:29.774231	|	2		|	135	28001
|receive		|	2023-03-07 11:29:29.774245	|	1		|	136	28001
|receive		|	2023-03-07 11:29:29.774252	|	0		|	139	28001
|send			|	2023-03-07 11:29:29.774269	|	0		|	140
|internal event	|	2023-03-07 11:29:29.774278	|	0		|	141
|internal event	|	2023-03-07 11:29:29.774284	|	0		|	142
|receive		|	2023-03-07 11:29:30.779422	|	2		|	143	28001
|receive		|	2023-03-07 11:29:30.779439	|	1		|	144	18001
|receive		|	2023-03-07 11:29:30.779446	|	0		|	145	18001
|send			|	2023-03-07 11:29:30.779484	|	0		|	146
|internal event	|	2023-03-07 11:29:30.779493	|	0		|	147
|internal event	|	2023-03-07 11:29:30.779500	|	0		|	148
|receive		|	2023-03-07 11:29:31.779792	|	3		|	149	18001
|receive		|	2023-03-07 11:29:31.779810	|	2		|	150	28001
|receive		|	2023-03-07 11:29:31.779817	|	1		|	151	18001
|receive		|	2023-03-07 11:29:31.779823	|	0		|	152	18001
|send			|	2023-03-07 11:29:31.779839	|	0		|	153
|internal event	|	2023-03-07 11:29:31.779847	|	0		|	154
|internal event	|	2023-03-07 11:29:32.785318	|	0		|	155
|internal event	|	2023-03-07 11:29:32.785393	|	0		|	156
|internal event	|	2023-03-07 11:29:32.785417	|	0		|	157
|internal event	|	2023-03-07 11:29:32.785435	|	0		|	158
|internal event	|	2023-03-07 11:29:32.785452	|	0		|	159
|internal event	|	2023-03-07 11:29:32.785469	|	0		|	160
|receive		|	2023-03-07 11:29:33.792980	|	3		|	161	28001
|receive		|	2023-03-07 11:29:33.793036	|	2		|	162	28001
|receive		|	2023-03-07 11:29:33.793054	|	1		|	163	28001
|receive		|	2023-03-07 11:29:33.793069	|	0		|	164	18001
|send			|	2023-03-07 11:29:33.793265	|	0		|	165
|internal event	|	2023-03-07 11:29:33.793298	|	0		|	166
|receive		|	2023-03-07 11:29:34.793823	|	0		|	169	18001
