operation 				global_time 		length_of_queue 	logical_clock  	origin  server   		clockrate:  4   	Server  port:  18001   	Client  port:  28001 
|internal event	|	2023-03-07 14:40:29.041881	|	0		|	1
|internal event	|	2023-03-07 14:40:29.041923	|	0		|	2
|send			|	2023-03-07 14:40:29.042042	|	1		|	3
|receive		|	2023-03-07 14:40:29.042105	|	0		|	4	38001
|internal event	|	2023-03-07 14:40:30.047408	|	0		|	5
|internal event	|	2023-03-07 14:40:30.047473	|	0		|	6
|send			|	2023-03-07 14:40:30.047531	|	0		|	7
|internal event	|	2023-03-07 14:40:30.047555	|	0		|	8
|receive		|	2023-03-07 14:40:31.052779	|	0		|	9	28001
|send			|	2023-03-07 14:40:31.052847	|	0		|	10
|internal event	|	2023-03-07 14:40:31.052866	|	0		|	11
|internal event	|	2023-03-07 14:40:31.052878	|	0		|	12
|send			|	2023-03-07 14:40:32.058211	|	0		|	13
|internal event	|	2023-03-07 14:40:32.058239	|	0		|	14
|internal event	|	2023-03-07 14:40:32.058250	|	0		|	15
|internal event	|	2023-03-07 14:40:32.058259	|	0		|	16
|receive		|	2023-03-07 14:40:33.060735	|	0		|	17	28001
|internal event	|	2023-03-07 14:40:33.060810	|	0		|	18
|internal event	|	2023-03-07 14:40:33.060829	|	0		|	19
|internal event	|	2023-03-07 14:40:33.060845	|	0		|	20
|internal event	|	2023-03-07 14:40:34.064406	|	0		|	21
|internal event	|	2023-03-07 14:40:34.064508	|	0		|	22
|internal event	|	2023-03-07 14:40:34.064527	|	0		|	23
|internal event	|	2023-03-07 14:40:34.064541	|	0		|	24
|internal event	|	2023-03-07 14:40:35.069221	|	0		|	25
|send			|	2023-03-07 14:40:35.069294	|	0		|	26
|internal event	|	2023-03-07 14:40:35.069302	|	0		|	27
|send			|	2023-03-07 14:40:35.069310	|	0		|	28
|send			|	2023-03-07 14:40:36.071436	|	0		|	29
|internal event	|	2023-03-07 14:40:36.071472	|	0		|	30
|send			|	2023-03-07 14:40:36.071491	|	0		|	31
|send			|	2023-03-07 14:40:36.071512	|	0		|	32
|send			|	2023-03-07 14:40:37.076159	|	0		|	33
|send			|	2023-03-07 14:40:37.076219	|	0		|	34
|send			|	2023-03-07 14:40:37.076232	|	0		|	35
|internal event	|	2023-03-07 14:40:37.076238	|	0		|	36
|send			|	2023-03-07 14:40:38.080412	|	0		|	37
|internal event	|	2023-03-07 14:40:38.080443	|	0		|	38
|internal event	|	2023-03-07 14:40:38.080451	|	0		|	39
|internal event	|	2023-03-07 14:40:38.080458	|	0		|	40
|send			|	2023-03-07 14:40:39.081862	|	0		|	41
|internal event	|	2023-03-07 14:40:39.081909	|	0		|	42
|internal event	|	2023-03-07 14:40:39.081925	|	0		|	43
|internal event	|	2023-03-07 14:40:39.081937	|	0		|	44
|send			|	2023-03-07 14:40:40.087853	|	0		|	45
|send			|	2023-03-07 14:40:40.087947	|	0		|	46
|internal event	|	2023-03-07 14:40:40.087967	|	0		|	47
|send			|	2023-03-07 14:40:40.087994	|	0		|	48
|receive		|	2023-03-07 14:40:41.088909	|	0		|	49	28001
|internal event	|	2023-03-07 14:40:41.088938	|	0		|	50
|internal event	|	2023-03-07 14:40:41.088953	|	0		|	51
|internal event	|	2023-03-07 14:40:41.088961	|	0		|	52
|internal event	|	2023-03-07 14:40:42.094298	|	0		|	53
|internal event	|	2023-03-07 14:40:42.094332	|	0		|	54
|internal event	|	2023-03-07 14:40:42.094340	|	0		|	55
|internal event	|	2023-03-07 14:40:42.094347	|	0		|	56
|internal event	|	2023-03-07 14:40:43.099699	|	0		|	57
|internal event	|	2023-03-07 14:40:43.099720	|	0		|	58
|internal event	|	2023-03-07 14:40:43.099727	|	0		|	59
|send			|	2023-03-07 14:40:43.099773	|	0		|	60
|receive		|	2023-03-07 14:40:44.102896	|	0		|	61	28001
|internal event	|	2023-03-07 14:40:44.102935	|	0		|	62
|internal event	|	2023-03-07 14:40:44.102956	|	0		|	63
|internal event	|	2023-03-07 14:40:44.102969	|	0		|	64
|internal event	|	2023-03-07 14:40:45.108569	|	0		|	65
|internal event	|	2023-03-07 14:40:45.108638	|	0		|	66
|internal event	|	2023-03-07 14:40:45.108674	|	0		|	67
|internal event	|	2023-03-07 14:40:45.108706	|	0		|	68
|internal event	|	2023-03-07 14:40:46.113421	|	0		|	69
|internal event	|	2023-03-07 14:40:46.113556	|	0		|	70
|internal event	|	2023-03-07 14:40:46.113577	|	0		|	71
|send			|	2023-03-07 14:40:46.113956	|	1		|	72
|receive		|	2023-03-07 14:40:47.117757	|	0		|	73	28001
|internal event	|	2023-03-07 14:40:47.117810	|	0		|	74
|internal event	|	2023-03-07 14:40:47.117864	|	0		|	75
|send			|	2023-03-07 14:40:47.118185	|	0		|	76
|internal event	|	2023-03-07 14:40:48.122001	|	0		|	77
|send			|	2023-03-07 14:40:48.122161	|	0		|	78
|internal event	|	2023-03-07 14:40:48.122204	|	0		|	79
|send			|	2023-03-07 14:40:48.122268	|	0		|	80
|internal event	|	2023-03-07 14:40:49.123894	|	0		|	81
|internal event	|	2023-03-07 14:40:49.123940	|	0		|	82
|internal event	|	2023-03-07 14:40:49.123954	|	0		|	83
|internal event	|	2023-03-07 14:40:49.123963	|	0		|	84
|receive		|	2023-03-07 14:40:50.129862	|	0		|	85	28001
|internal event	|	2023-03-07 14:40:50.129941	|	0		|	86
|internal event	|	2023-03-07 14:40:50.129980	|	0		|	87
|internal event	|	2023-03-07 14:40:50.130014	|	0		|	88
|receive		|	2023-03-07 14:40:51.135514	|	0		|	89	28001
|internal event	|	2023-03-07 14:40:51.135581	|	0		|	90
|internal event	|	2023-03-07 14:40:51.135623	|	0		|	91
|internal event	|	2023-03-07 14:40:51.135659	|	0		|	92
|send			|	2023-03-07 14:40:52.137812	|	0		|	93
|send			|	2023-03-07 14:40:52.137869	|	0		|	94
|internal event	|	2023-03-07 14:40:52.137884	|	0		|	95
|internal event	|	2023-03-07 14:40:52.137900	|	0		|	96
|receive		|	2023-03-07 14:40:53.141939	|	0		|	97	28001
|internal event	|	2023-03-07 14:40:53.142007	|	0		|	98
|internal event	|	2023-03-07 14:40:53.142045	|	0		|	99
|send			|	2023-03-07 14:40:53.142218	|	0		|	100
|receive		|	2023-03-07 14:40:54.143920	|	0		|	101	38001
|internal event	|	2023-03-07 14:40:54.143945	|	0		|	102
|internal event	|	2023-03-07 14:40:54.143957	|	0		|	103
|internal event	|	2023-03-07 14:40:54.143965	|	0		|	104
|internal event	|	2023-03-07 14:40:55.149486	|	0		|	105
|internal event	|	2023-03-07 14:40:55.149609	|	0		|	106
|internal event	|	2023-03-07 14:40:55.149640	|	0		|	107
|internal event	|	2023-03-07 14:40:55.149664	|	0		|	108
|internal event	|	2023-03-07 14:40:56.153678	|	0		|	109
|internal event	|	2023-03-07 14:40:56.153828	|	0		|	110
|send			|	2023-03-07 14:40:56.154124	|	0		|	111
|send			|	2023-03-07 14:40:56.154264	|	0		|	112
|internal event	|	2023-03-07 14:40:57.159473	|	0		|	113
|send			|	2023-03-07 14:40:57.159866	|	0		|	114
|send			|	2023-03-07 14:40:57.159957	|	0		|	115
|internal event	|	2023-03-07 14:40:57.159997	|	0		|	116
|receive		|	2023-03-07 14:40:58.167553	|	0		|	117	28001
|send			|	2023-03-07 14:40:58.167862	|	0		|	118
|internal event	|	2023-03-07 14:40:58.167909	|	0		|	119
|send			|	2023-03-07 14:40:58.167988	|	0		|	120
|internal event	|	2023-03-07 14:40:59.172680	|	0		|	121
|internal event	|	2023-03-07 14:40:59.172708	|	0		|	122
|internal event	|	2023-03-07 14:40:59.172716	|	0		|	123
|send			|	2023-03-07 14:40:59.172749	|	0		|	124
|internal event	|	2023-03-07 14:41:00.178676	|	0		|	125
|send			|	2023-03-07 14:41:00.179011	|	0		|	126
|internal event	|	2023-03-07 14:41:00.179068	|	0		|	127
|internal event	|	2023-03-07 14:41:00.179104	|	0		|	128
|internal event	|	2023-03-07 14:41:01.180226	|	0		|	129
|send			|	2023-03-07 14:41:01.180520	|	0		|	130
|send			|	2023-03-07 14:41:01.180556	|	0		|	131
|internal event	|	2023-03-07 14:41:01.180575	|	0		|	132
|internal event	|	2023-03-07 14:41:02.182227	|	0		|	133
|internal event	|	2023-03-07 14:41:02.182394	|	0		|	134
|internal event	|	2023-03-07 14:41:02.182434	|	0		|	135
|internal event	|	2023-03-07 14:41:02.182467	|	0		|	136
|send			|	2023-03-07 14:41:03.185874	|	0		|	137
|send			|	2023-03-07 14:41:03.185987	|	0		|	138
|internal event	|	2023-03-07 14:41:03.186011	|	0		|	139
|internal event	|	2023-03-07 14:41:03.186030	|	0		|	140
|internal event	|	2023-03-07 14:41:04.187811	|	0		|	141
|send			|	2023-03-07 14:41:04.187866	|	0		|	142
|send			|	2023-03-07 14:41:04.187883	|	0		|	143
|internal event	|	2023-03-07 14:41:04.187890	|	0		|	144
|internal event	|	2023-03-07 14:41:05.193740	|	0		|	145
|internal event	|	2023-03-07 14:41:05.193878	|	0		|	146
|send			|	2023-03-07 14:41:05.194123	|	0		|	147
|send			|	2023-03-07 14:41:05.194182	|	0		|	148
|internal event	|	2023-03-07 14:41:06.195043	|	0		|	149
|send			|	2023-03-07 14:41:06.195311	|	0		|	150
|send			|	2023-03-07 14:41:06.195409	|	0		|	151
|internal event	|	2023-03-07 14:41:06.195455	|	0		|	152
|internal event	|	2023-03-07 14:41:07.200179	|	0		|	153
|internal event	|	2023-03-07 14:41:07.200206	|	0		|	154
|internal event	|	2023-03-07 14:41:07.200213	|	0		|	155
|internal event	|	2023-03-07 14:41:07.200234	|	0		|	156
|receive		|	2023-03-07 14:41:08.206402	|	0		|	157	28001
|internal event	|	2023-03-07 14:41:08.206495	|	0		|	158
|internal event	|	2023-03-07 14:41:08.206540	|	0		|	159
|send			|	2023-03-07 14:41:08.206633	|	0		|	160
|receive		|	2023-03-07 14:41:09.211449	|	0		|	161	38001
|internal event	|	2023-03-07 14:41:09.211465	|	0		|	162
|internal event	|	2023-03-07 14:41:09.211475	|	0		|	163
|internal event	|	2023-03-07 14:41:09.211483	|	0		|	164
|internal event	|	2023-03-07 14:41:10.217374	|	0		|	165
|internal event	|	2023-03-07 14:41:10.217494	|	0		|	166
|internal event	|	2023-03-07 14:41:10.217532	|	0		|	167
|internal event	|	2023-03-07 14:41:10.217563	|	0		|	168
|internal event	|	2023-03-07 14:41:11.221416	|	0		|	169
