operation 				global_time 		length_of_queue 	logical_clock  	origin  server   		clockrate:  5   	Server  port:  38001   	Client  port:  18001 
|internal event	|	2023-03-07 18:30:37.361189	|	0		|	1
|send			|	2023-03-07 18:30:37.361293	|	1		|	2
|receive		|	2023-03-07 18:30:37.361341	|	1		|	3	28001
|receive		|	2023-03-07 18:30:37.361353	|	0		|	4	28001
|internal event	|	2023-03-07 18:30:37.361362	|	0		|	5
|receive		|	2023-03-07 18:30:38.366041	|	0		|	8	18001
|send			|	2023-03-07 18:30:38.366098	|	0		|	9
|internal event	|	2023-03-07 18:30:38.366119	|	0		|	10
|send			|	2023-03-07 18:30:38.366149	|	0		|	11
|send			|	2023-03-07 18:30:38.366166	|	0		|	12
|send			|	2023-03-07 18:30:39.367469	|	0		|	13
|send			|	2023-03-07 18:30:39.367506	|	0		|	14
|internal event	|	2023-03-07 18:30:39.367515	|	0		|	15
|send			|	2023-03-07 18:30:39.367530	|	0		|	16
|internal event	|	2023-03-07 18:30:39.367537	|	0		|	17
|send			|	2023-03-07 18:30:40.368133	|	0		|	18
|internal event	|	2023-03-07 18:30:40.368173	|	0		|	19
|send			|	2023-03-07 18:30:40.368200	|	0		|	20
|internal event	|	2023-03-07 18:30:40.368212	|	0		|	21
|send			|	2023-03-07 18:30:40.368226	|	0		|	22
|send			|	2023-03-07 18:30:41.374760	|	0		|	23
|internal event	|	2023-03-07 18:30:41.374914	|	0		|	24
|internal event	|	2023-03-07 18:30:41.374938	|	0		|	25
|send			|	2023-03-07 18:30:41.374984	|	0		|	26
|internal event	|	2023-03-07 18:30:41.375005	|	0		|	27
|receive		|	2023-03-07 18:30:42.377292	|	2		|	28	28001
|receive		|	2023-03-07 18:30:42.377340	|	1		|	29	18001
|receive		|	2023-03-07 18:30:42.377353	|	0		|	30	18001
|internal event	|	2023-03-07 18:30:42.377366	|	0		|	31
|send			|	2023-03-07 18:30:42.377417	|	0		|	32
|receive		|	2023-03-07 18:30:43.383365	|	1		|	33	18001
|receive		|	2023-03-07 18:30:43.383650	|	0		|	35	18001
|send			|	2023-03-07 18:30:43.384124	|	0		|	36
|internal event	|	2023-03-07 18:30:43.384175	|	0		|	37
|send			|	2023-03-07 18:30:43.384233	|	0		|	38
|receive		|	2023-03-07 18:30:44.389659	|	1		|	39	18001
|receive		|	2023-03-07 18:30:44.389769	|	0		|	41	18001
|send			|	2023-03-07 18:30:44.389924	|	0		|	42
|internal event	|	2023-03-07 18:30:44.389975	|	0		|	43
|send			|	2023-03-07 18:30:44.390061	|	0		|	44
|receive		|	2023-03-07 18:30:45.402409	|	0		|	46	18001
|internal event	|	2023-03-07 18:30:45.402529	|	0		|	47
|send			|	2023-03-07 18:30:45.409223	|	0		|	48
|send			|	2023-03-07 18:30:45.409398	|	0		|	49
|internal event	|	2023-03-07 18:30:45.409421	|	0		|	50
|receive		|	2023-03-07 18:30:46.415755	|	1		|	51	18001
|receive		|	2023-03-07 18:30:46.416057	|	0		|	52	18001
|send			|	2023-03-07 18:30:46.416210	|	0		|	53
|send			|	2023-03-07 18:30:46.416485	|	0		|	54
|send			|	2023-03-07 18:30:46.416541	|	0		|	55
|internal event	|	2023-03-07 18:30:47.419960	|	0		|	56
|send			|	2023-03-07 18:30:47.420034	|	0		|	57
|internal event	|	2023-03-07 18:30:47.420043	|	0		|	58
|internal event	|	2023-03-07 18:30:47.420049	|	0		|	59
|send			|	2023-03-07 18:30:47.420060	|	0		|	60
|receive		|	2023-03-07 18:30:48.425089	|	0		|	62	18001
|send			|	2023-03-07 18:30:48.425141	|	0		|	63
|internal event	|	2023-03-07 18:30:48.425152	|	0		|	64
|send			|	2023-03-07 18:30:48.425165	|	0		|	65
|send			|	2023-03-07 18:30:48.425175	|	0		|	66
|receive		|	2023-03-07 18:30:49.430290	|	0		|	67	18001
|send			|	2023-03-07 18:30:49.430336	|	0		|	68
|internal event	|	2023-03-07 18:30:49.430346	|	0		|	69
|internal event	|	2023-03-07 18:30:49.430353	|	0		|	70
|send			|	2023-03-07 18:30:49.430366	|	0		|	71
|send			|	2023-03-07 18:30:50.435038	|	0		|	72
|internal event	|	2023-03-07 18:30:50.435095	|	0		|	73
|send			|	2023-03-07 18:30:50.435114	|	0		|	74
|send			|	2023-03-07 18:30:50.435125	|	0		|	75
|send			|	2023-03-07 18:30:50.435134	|	0		|	76
|receive		|	2023-03-07 18:30:51.440379	|	0		|	77	18001
|send			|	2023-03-07 18:30:51.440517	|	0		|	78
|internal event	|	2023-03-07 18:30:51.440538	|	0		|	79
