operation 				global_time 		length_of_queue 	logical_clock  	origin  server   		clockrate:  4   	Server  port:  18004   	Client  port:  28004 
|receive		|	2023-03-07 23:40:34.113520	|	2		|	1	28004
|receive		|	2023-03-07 23:40:34.113698	|	1		|	2	28004
|receive		|	2023-03-07 23:40:34.113785	|	0		|	3	28004
|send			|	2023-03-07 23:40:34.114161	|	0		|	4
|receive		|	2023-03-07 23:40:35.114715	|	0		|	6	28004
|send			|	2023-03-07 23:40:35.114892	|	0		|	7
|send			|	2023-03-07 23:40:35.114995	|	0		|	8
|send			|	2023-03-07 23:40:35.115082	|	0		|	9
