operation 				global_time 		length_of_queue 	logical_clock  	origin  server   		clockrate:  4   	Server  port:  38001   	Client  port:  18001 
|internal event	|	2023-03-07 01:55:08.680732	|	0		|	1
|internal event	|	2023-03-07 01:55:08.680792	|	0		|	2
|send			|	2023-03-07 01:55:08.680836	|	0		|	3
|send			|	2023-03-07 01:55:08.680862	|	0		|	4
|send			|	2023-03-07 01:55:09.686205	|	0		|	5
|internal event	|	2023-03-07 01:55:09.686301	|	0		|	6
|internal event	|	2023-03-07 01:55:09.686316	|	0		|	7
|internal event	|	2023-03-07 01:55:09.686329	|	0		|	8
|internal event	|	2023-03-07 01:55:10.691537	|	0		|	9
|internal event	|	2023-03-07 01:55:10.691572	|	0		|	10
|send			|	2023-03-07 01:55:10.691614	|	0		|	11
|internal event	|	2023-03-07 01:55:10.691622	|	0		|	12
|internal event	|	2023-03-07 01:55:11.697035	|	0		|	13
|send			|	2023-03-07 01:55:11.697142	|	0		|	14
|internal event	|	2023-03-07 01:55:11.697166	|	0		|	15
|internal event	|	2023-03-07 01:55:11.697181	|	0		|	16
|internal event	|	2023-03-07 01:55:12.702235	|	0		|	17
|internal event	|	2023-03-07 01:55:12.702261	|	0		|	18
|send			|	2023-03-07 01:55:12.702304	|	0		|	19
|send			|	2023-03-07 01:55:12.702316	|	0		|	20
|receive		|	2023-03-07 01:55:13.707439	|	2		|	21	18001
|receive		|	2023-03-07 01:55:13.707468	|	1		|	22	18001
|receive		|	2023-03-07 01:55:13.707480	|	0		|	23	18001
|send			|	2023-03-07 01:55:13.707525	|	0		|	24
|internal event	|	2023-03-07 01:55:14.717294	|	0		|	25
|internal event	|	2023-03-07 01:55:14.717358	|	0		|	26
|internal event	|	2023-03-07 01:55:14.717376	|	0		|	27
|internal event	|	2023-03-07 01:55:14.717391	|	0		|	28
|send			|	2023-03-07 01:55:15.722494	|	0		|	29
|internal event	|	2023-03-07 01:55:15.722523	|	0		|	30
|internal event	|	2023-03-07 01:55:15.722532	|	0		|	31
|internal event	|	2023-03-07 01:55:15.722538	|	0		|	32
|receive		|	2023-03-07 01:55:16.725740	|	1		|	33	18001
|receive		|	2023-03-07 01:55:16.725758	|	0		|	34	18001
|send			|	2023-03-07 01:55:16.725784	|	0		|	35
|internal event	|	2023-03-07 01:55:16.725793	|	0		|	36
|internal event	|	2023-03-07 01:55:17.730892	|	0		|	37
|internal event	|	2023-03-07 01:55:17.730918	|	0		|	38
|internal event	|	2023-03-07 01:55:17.730928	|	0		|	39
|internal event	|	2023-03-07 01:55:17.730936	|	0		|	40
|internal event	|	2023-03-07 01:55:18.735106	|	0		|	41
|internal event	|	2023-03-07 01:55:18.735346	|	0		|	42
|internal event	|	2023-03-07 01:55:18.735364	|	0		|	43
|internal event	|	2023-03-07 01:55:18.735381	|	0		|	44
|internal event	|	2023-03-07 01:55:19.738961	|	0		|	45
|send			|	2023-03-07 01:55:19.739015	|	0		|	46
|internal event	|	2023-03-07 01:55:19.739025	|	0		|	47
|send			|	2023-03-07 01:55:19.739036	|	0		|	48
|internal event	|	2023-03-07 01:55:20.742616	|	0		|	49
|send			|	2023-03-07 01:55:20.742670	|	0		|	50
|internal event	|	2023-03-07 01:55:20.742679	|	0		|	51
|internal event	|	2023-03-07 01:55:20.742686	|	0		|	52
|send			|	2023-03-07 01:55:21.746360	|	0		|	53
|internal event	|	2023-03-07 01:55:21.746382	|	0		|	54
|send			|	2023-03-07 01:55:21.746391	|	0		|	55
|internal event	|	2023-03-07 01:55:21.746398	|	0		|	56
